R_FID,center_x,center_y,s_length,humidity
2757,103.980939,30.580616,1000,83.58
2758,103.980939,30.598583,1000,83.43
2759,103.980939,30.652482,1000,84.08
2760,103.980939,30.733331,1000,86.56
2761,103.980939,30.886046,1000,96.33
2762,103.980939,30.939945,1000,87.7
2763,103.991346,30.338071,1000,84.18
2764,103.991346,30.374004,1000,82.6
2765,103.991346,30.643499,1000,83.72
2766,103.991346,30.895029,1000,95.14
2767,104.001755,30.427903,1000,82.23
2768,104.001755,30.499768,1000,82.12
2769,104.001755,30.544684,1000,84.94
2770,104.001755,30.607566,1000,82.96
2771,104.001755,30.670448,1000,83.14
2772,104.001755,30.688415,1000,83.71
2773,104.001755,30.706381,1000,84.96
2774,104.012162,30.338071,1000,84.44
2775,104.012162,30.463835,1000,80.77
2776,104.012162,30.643499,1000,83.49
2777,104.012162,30.688415,1000,83.43
2778,104.012162,30.769264,1000,90.53
2779,104.012162,30.832146,1000,96.69
2780,104.022571,30.338071,1000,84.78
2781,104.022571,30.436886,1000,81.49
2782,104.022571,30.715364,1000,84.44
2783,104.022571,30.742314,1000,86.78
2784,104.022571,30.796213,1000,92.52
2785,104.022571,30.912995,1000,91.58
2786,104.022571,30.930962,1000,89.58
2787,104.032979,30.463835,1000,79.97
2788,104.032979,30.526717,1000,82.2
2789,104.032979,30.535701,1000,82.2
2790,104.032979,30.607566,1000,83.26
2791,104.032979,30.625532,1000,83.13
2792,104.032979,30.841129,1000,97.01
2793,104.116244,30.939945,1000,95.73
2794,104.116244,30.948929,1000,95.59
2795,104.126652,30.356037,1000,92.95
2796,104.126652,30.499768,1000,85.01
2797,104.126652,30.670448,1000,81.91
2798,104.126652,30.715364,1000,88.48
2799,104.126652,30.733331,1000,88.2
2800,104.126652,30.769264,1000,89.68
2801,104.126652,30.912995,1000,96.4
2802,104.126652,30.957912,1000,95.84
2803,104.137059,30.436886,1000,90.72
2804,104.137059,30.463835,1000,88.84
2805,104.137059,30.490785,1000,86.35
2806,104.137059,30.517734,1000,84.3
2807,104.137059,30.733331,1000,88.47
2808,104.137059,30.769264,1000,89.66
2809,104.137059,30.939945,1000,95.98
2810,103.731147,30.481802,1000,91
2811,103.731147,30.499768,1000,92.53
2812,103.731147,30.508751,1000,93.5
2813,103.731147,30.571633,1000,94.77
2814,103.731147,30.598583,1000,92.63
2815,103.731147,30.697398,1000,97.34
2816,103.731147,30.751297,1000,94.35
2817,103.731147,30.895029,1000,97.85
2818,103.741555,30.41892,1000,87.42
2819,103.741555,30.454852,1000,89.49
2820,103.741555,30.481802,1000,91.23
2821,103.741555,30.535701,1000,95.49
2822,103.741555,30.607566,1000,92.78
2823,103.741555,30.643499,1000,93.78
2824,103.741555,30.679432,1000,96.42
2825,103.741555,30.706381,1000,96.78
2826,103.741555,30.859096,1000,98.97
2827,103.751962,30.409936,1000,86.44
2828,103.751962,30.41892,1000,87.55
2829,103.751962,30.436886,1000,89.13
2830,103.751962,30.56265,1000,97.11
2831,103.751962,30.571633,1000,95.95
2832,103.751962,30.616549,1000,93.14
2833,103.751962,30.805196,1000,96.02
2834,103.751962,30.823163,1000,97.98
2835,103.751962,30.904012,1000,97.87
2836,103.751962,30.930962,1000,96.31
2837,103.751962,30.939945,1000,95.96
2838,103.762371,30.445869,1000,89.28
2839,103.762371,30.499768,1000,93.26
2840,103.762371,30.544684,1000,97.05
2841,103.762371,30.634515,1000,93.46
2842,103.762371,30.661465,1000,94.75
2843,103.762371,30.688415,1000,96.46
2844,103.772779,30.598583,1000,94.28
2845,103.772779,30.625532,1000,93.83
2846,103.772779,30.634515,1000,93.78
2847,103.772779,30.643499,1000,93.92
2848,103.772779,30.886046,1000,99.02
2849,103.772779,30.904012,1000,98.34
2850,103.783187,30.347054,1000,74.23
2851,103.783187,30.490785,1000,92.65
2852,103.783187,30.5896,1000,95.37
2853,103.783187,30.652482,1000,93.83
2854,104.366037,30.616549,1000,92.1
2855,104.366037,30.679432,1000,93.55
2856,104.366037,30.724348,1000,90.43
2857,104.366037,30.877062,1000,92.75
2858,104.366037,30.912995,1000,93.06
2859,104.366037,30.939945,1000,92.59
2860,104.376444,30.41892,1000,88.31
2861,104.376444,30.661465,1000,93.04
2862,104.376444,30.715364,1000,92.3
2863,104.376444,30.769264,1000,91.45
2864,104.376444,30.778247,1000,93.35
2865,104.376444,30.841129,1000,94.08
2866,104.376444,30.939945,1000,94.03
2867,104.386853,30.454852,1000,90.1
2868,104.386853,30.472818,1000,90.55
2869,104.386853,30.481802,1000,90.66
2870,104.386853,30.715364,1000,92.67
2871,104.386853,30.724348,1000,92
2872,104.386853,30.751297,1000,90.07
2873,104.386853,30.939945,1000,94.8
2874,104.397261,30.688415,1000,93.03
2875,104.397261,30.76028,1000,90.86
2876,104.397261,30.859096,1000,93.7
2877,104.407669,30.400953,1000,88.38
2878,104.407669,30.454852,1000,89.57
2879,104.407669,30.508751,1000,90.07
2880,104.407669,30.535701,1000,90.49
2881,104.407669,30.571633,1000,90.92
2882,104.407669,30.643499,1000,90.67
2883,104.407669,30.859096,1000,93.46
2884,104.418077,30.490785,1000,89.58
2885,104.418077,30.56265,1000,90.63
2886,104.418077,30.607566,1000,89.62
2887,104.418077,30.688415,1000,92.06
2888,104.418077,30.715364,1000,92.95
2889,104.418077,30.939945,1000,96.53
2890,104.428485,30.365021,1000,89.96
2891,104.428485,30.382987,1000,90.28
2892,104.428485,30.535701,1000,89.91
2893,104.428485,30.56265,1000,90.23
2894,104.428485,30.625532,1000,88.94
2895,104.428485,30.76028,1000,92.22
2896,104.428485,30.78723,1000,92.94
2897,104.428485,30.859096,1000,92.58
2898,104.438893,30.338071,1000,90.62
2899,104.438893,30.356037,1000,90.69
2900,104.438893,30.365021,1000,90.81
2901,104.438893,30.41892,1000,90.76
2902,104.438893,30.454852,1000,89.61
2903,104.438893,30.490785,1000,88.98
2904,104.438893,30.78723,1000,92.52
2905,103.876859,30.634515,1000,90.1
2906,103.887267,30.356037,1000,82.94
2907,103.887267,30.41892,1000,86.01
2908,103.887267,30.517734,1000,89.81
2909,103.887267,30.661465,1000,86.93
2910,103.887267,30.81418,1000,92.99
2911,103.887267,30.912995,1000,95.69
2912,103.897674,30.580616,1000,87.4
2913,103.897674,30.607566,1000,88.79
2914,103.897674,30.697398,1000,85.92
2915,103.897674,30.948929,1000,92.63
2916,103.908083,30.436886,1000,87.36
2917,103.908083,30.445869,1000,87.36
2918,103.908083,30.490785,1000,90.5
2919,103.908083,30.571633,1000,86.02
2920,103.908083,30.580616,1000,86.79
2921,103.908083,30.598583,1000,87.76
2922,103.908083,30.688415,1000,85.35
2923,103.91849,30.544684,1000,86.44
2924,103.91849,30.715364,1000,86.07
2925,103.91849,30.751297,1000,87.76
2926,103.91849,30.823163,1000,93.54
2927,103.91849,30.895029,1000,96.09
2928,103.91849,30.912995,1000,93.84
2929,103.91849,30.939945,1000,90.94
2930,103.928899,30.454852,1000,87.18
2931,103.928899,30.472818,1000,88.55
2932,103.928899,30.5896,1000,85.75
2933,103.928899,30.643499,1000,85.36
2934,103.928899,30.679432,1000,84.56
2935,103.928899,30.697398,1000,85.34
2936,103.928899,30.805196,1000,90.79
2937,103.939307,30.347054,1000,83.4
2938,103.939307,30.454852,1000,86.33
2939,103.939307,30.508751,1000,87.11
2940,103.939307,30.733331,1000,86.83
2941,103.939307,30.841129,1000,95.72
2942,103.939307,30.930962,1000,89.87
2943,103.949715,30.365021,1000,82.86
2944,103.949715,30.427903,1000,84.62
2945,103.949715,30.508751,1000,86.34
2946,103.949715,30.544684,1000,86.12
2947,103.949715,30.796213,1000,91.04
2948,103.949715,30.895029,1000,95.93
2949,103.949715,30.904012,1000,94.1
2950,103.949715,30.939945,1000,88.45
2951,104.116244,30.886046,1000,97.88
2952,104.116244,30.904012,1000,97.15
2953,104.126652,30.347054,1000,92.95
2954,104.126652,30.508751,1000,84.35
2955,104.126652,30.625532,1000,82.32
2956,104.126652,30.679432,1000,83.77
2957,104.126652,30.751297,1000,88.33
2958,104.126652,30.78723,1000,91.36
2959,104.126652,30.850113,1000,97.39
2960,104.126652,30.886046,1000,97.52
2961,104.126652,30.930962,1000,96.07
2962,104.137059,30.409936,1000,92.6
2963,104.137059,30.427903,1000,91.76
2964,104.137059,30.499768,1000,85.55
2965,104.137059,30.643499,1000,81.23
2966,104.137059,30.895029,1000,96.82
2967,104.137059,30.948929,1000,95.93
2968,103.731147,30.382987,1000,81.51
2969,103.731147,30.769264,1000,94.22
2970,103.731147,30.841129,1000,98.74
2971,103.731147,30.859096,1000,98.81
2972,103.741555,30.356037,1000,76.57
2973,103.741555,30.427903,1000,88.45
2974,103.741555,30.499768,1000,92.77
2975,103.741555,30.517734,1000,94.66
2976,103.741555,30.616549,1000,92.95
2977,103.741555,30.634515,1000,93.23
2978,103.741555,30.652482,1000,94.37
2979,103.741555,30.661465,1000,95.09
2980,103.741555,30.805196,1000,96.12
2981,103.741555,30.823163,1000,97.9
2982,103.741555,30.841129,1000,98.88
2983,103.751962,30.382987,1000,80.26
2984,103.751962,30.454852,1000,89.64
2985,103.751962,30.517734,1000,94.92
2986,103.751962,30.697398,1000,96.7
2987,103.751962,30.78723,1000,94.83
2988,103.751962,30.841129,1000,99.01
2989,103.762371,30.409936,1000,86.52
2990,103.762371,30.41892,1000,87.67
2991,103.762371,30.481802,1000,91.7
2992,103.762371,30.508751,1000,94.23
2993,103.762371,30.535701,1000,96.12
2994,103.762371,30.715364,1000,96
2995,103.762371,30.733331,1000,93.94
2996,103.762371,30.841129,1000,99.15
2997,103.772779,30.535701,1000,96.06
2998,103.772779,30.670448,1000,94.74
2999,103.772779,30.724348,1000,94.76
3000,103.772779,30.805196,1000,96.07
3001,103.772779,30.823163,1000,98.23
3002,103.783187,30.365021,1000,74.35
3003,103.783187,30.526717,1000,95.94
3004,103.783187,30.634515,1000,94.01
3005,104.366037,30.463835,1000,91.47
3006,104.366037,30.526717,1000,92.39
3007,104.366037,30.580616,1000,91.96
3008,104.366037,30.598583,1000,91.8
3009,104.366037,30.670448,1000,93.88
3010,104.366037,30.697398,1000,92.42
3011,104.366037,30.823163,1000,95.28
3012,104.376444,30.382987,1000,86.09
3013,104.376444,30.535701,1000,91.78
3014,104.376444,30.625532,1000,91.52
3015,104.376444,30.679432,1000,93.26
3016,104.376444,30.877062,1000,94.09
3017,104.376444,30.957912,1000,93.4
3018,104.386853,30.56265,1000,91.71
3019,104.386853,30.78723,1000,94.42
3020,104.386853,30.81418,1000,95.38
3021,104.386853,30.886046,1000,94.52
3022,104.397261,30.356037,1000,87.61
3023,104.397261,30.769264,1000,92.29
3024,104.397261,30.895029,1000,95.75
3025,104.397261,30.912995,1000,96.09
3026,104.397261,30.939945,1000,95.56
3027,104.407669,30.374004,1000,88.23
3028,104.407669,30.5896,1000,90.58
3029,104.407669,30.616549,1000,90.16
3030,104.407669,30.652482,1000,91.06
3031,104.407669,30.697398,1000,92.92
3032,104.407669,30.724348,1000,92.9
3033,104.407669,30.805196,1000,94.34
3034,104.418077,30.347054,1000,89.19
3035,104.418077,30.374004,1000,89.16
3036,104.418077,30.670448,1000,90.88
3037,104.418077,30.679432,1000,91.45
3038,104.418077,30.868079,1000,93.83
3039,104.428485,30.436886,1000,89.75
3040,104.428485,30.517734,1000,89.61
3041,104.428485,30.598583,1000,89.34
3042,104.428485,30.661465,1000,89.71
3043,104.428485,30.904012,1000,96.32
3044,104.438893,30.553667,1000,89.92
3045,104.438893,30.607566,1000,88.55
3046,104.438893,30.688415,1000,90.81
3047,103.887267,30.39197,1000,83.96
3048,103.887267,30.445869,1000,88.19
3049,103.887267,30.733331,1000,87.8
3050,103.887267,30.805196,1000,91.87
3051,103.887267,30.877062,1000,96.78
3052,103.897674,30.625532,1000,88.42
3053,103.897674,30.661465,1000,86.31
3054,103.897674,30.823163,1000,93.72
3055,103.908083,30.544684,1000,86.69
3056,103.908083,30.778247,1000,88.6
3057,103.91849,30.374004,1000,82.91
3058,103.91849,30.427903,1000,85.96
3059,103.91849,30.598583,1000,86.83
3060,103.91849,30.625532,1000,86.66
3061,103.91849,30.697398,1000,85.53
3062,103.91849,30.81418,1000,92.26
3063,103.91849,30.877062,1000,96.54
3064,103.91849,30.921979,1000,92.72
3065,103.928899,30.598583,1000,85.91
3066,103.928899,30.904012,1000,94.52
3067,103.939307,30.356037,1000,83.4
3068,103.939307,30.365021,1000,82.85
3069,103.939307,30.409936,1000,84.45
3070,103.939307,30.481802,1000,87.71
3071,103.939307,30.517734,1000,86.74
3072,103.939307,30.706381,1000,85.77
3073,103.939307,30.895029,1000,95.91
3074,103.939307,30.921979,1000,91.27
3075,103.939307,30.939945,1000,89.16
3076,103.949715,30.463835,1000,85.96
3077,103.949715,30.634515,1000,84.7
3078,103.949715,30.643499,1000,84.69
3079,103.949715,30.715364,1000,85.62
3080,103.949715,30.81418,1000,93.15
3081,103.960123,30.338071,1000,84.33
3082,103.960123,30.365021,1000,82.87
3083,103.960123,30.400953,1000,83.96
3084,103.960123,30.41892,1000,84.18
3085,103.783187,30.715364,1000,94.87
3086,103.783187,30.733331,1000,93.04
3087,103.783187,30.859096,1000,99.36
3088,103.783187,30.930962,1000,96.92
3089,103.793595,30.463835,1000,90.41
3090,103.793595,30.868079,1000,99.04
3091,103.804003,30.382987,1000,80.29
3092,103.804003,30.400953,1000,84.07
3093,103.804003,30.409936,1000,85.91
3094,103.804003,30.481802,1000,92.03
3095,103.804003,30.544684,1000,95.97
3096,103.804003,30.679432,1000,92.6
3097,103.804003,30.742314,1000,91.02
3098,103.804003,30.78723,1000,94.26
3099,103.814411,30.338071,1000,77.22
3100,103.814411,30.347054,1000,77.7
3101,103.814411,30.463835,1000,90.48
3102,103.814411,30.535701,1000,94.86
3103,103.814411,30.56265,1000,95.88
3104,103.814411,30.580616,1000,96.06
3105,103.814411,30.697398,1000,91.63
3106,103.814411,30.81418,1000,96.57
3107,103.824818,30.41892,1000,86.8
3108,103.824818,30.427903,1000,87.96
3109,103.824818,30.499768,1000,93.67
3110,103.824818,30.508751,1000,93.96
3111,103.824818,30.535701,1000,94.31
3112,103.824818,30.634515,1000,94.06
3113,103.824818,30.661465,1000,91.37
3114,103.824818,30.688415,1000,90.09
3115,103.824818,30.715364,1000,90.53
3116,103.824818,30.769264,1000,91.64
3117,103.824818,30.841129,1000,97.95
3118,103.824818,30.850113,1000,98.17
3119,103.824818,30.957912,1000,95.12
3120,104.147468,30.382987,1000,93.52
3121,104.147468,30.652482,1000,81.58
3122,104.147468,30.733331,1000,89.12
3123,104.147468,30.850113,1000,96.65
3124,104.147468,30.939945,1000,95.8
3125,104.157875,30.338071,1000,95.79
3126,104.157875,30.535701,1000,83.94
3127,104.157875,30.652482,1000,82.57
3128,104.157875,30.751297,1000,89.53
3129,104.157875,30.930962,1000,95.67
3130,104.168284,30.338071,1000,96.19
3131,104.168284,30.490785,1000,86.71
3132,104.168284,30.526717,1000,83.62
3133,104.168284,30.652482,1000,83.55
3134,104.178692,30.338071,1000,96.1
3135,104.178692,30.374004,1000,94.71
3136,104.178692,30.409936,1000,93.25
3137,104.178692,30.436886,1000,91.04
3138,104.438893,30.921979,1000,97.52
3139,104.438893,30.957912,1000,96.41
3140,104.4493,30.356037,1000,91.24
3141,104.4493,30.526717,1000,89.32
3142,104.4493,30.607566,1000,87.98
3143,104.4493,30.895029,1000,95.68
3144,104.4493,30.939945,1000,97.64
3145,104.251548,30.472818,1000,88.92
3146,104.251548,30.544684,1000,85.32
3147,104.251548,30.697398,1000,87.82
3148,104.251548,30.706381,1000,86.84
3149,104.251548,30.805196,1000,88.65
3150,104.251548,30.904012,1000,89.54
3151,104.261956,30.436886,1000,88.16
3152,104.261956,30.634515,1000,92.67
3153,104.261956,30.661465,1000,93.5
3154,104.261956,30.697398,1000,88.11
3155,104.261956,30.742314,1000,87.2
3156,104.261956,30.850113,1000,86.89
3157,104.261956,30.957912,1000,91.62
3158,104.272364,30.356037,1000,91.16
3159,104.272364,30.481802,1000,89.75
3160,104.272364,30.508751,1000,89.23
3161,104.272364,30.517734,1000,88.86
3162,104.272364,30.616549,1000,92.6
3163,104.272364,30.742314,1000,86.66
3164,104.282772,30.338071,1000,91.28
3165,104.282772,30.356037,1000,90.47
3166,104.282772,30.41892,1000,86.8
3167,104.282772,30.427903,1000,86.9
3168,104.282772,30.490785,1000,90.31
3169,104.282772,30.526717,1000,89.36
3170,104.282772,30.571633,1000,87.66
3171,104.282772,30.643499,1000,94.69
3172,104.282772,30.778247,1000,90.74
3173,104.282772,30.81418,1000,90.07
3174,104.282772,30.850113,1000,87.2
3175,104.282772,30.877062,1000,87.25
3176,104.282772,30.948929,1000,90.59
3177,104.29318,30.481802,1000,90.74
3178,104.29318,30.580616,1000,88.78
3179,104.29318,30.643499,1000,94.61
3180,104.29318,30.661465,1000,95.22
3181,104.29318,30.724348,1000,86.55
3182,104.29318,30.76028,1000,89.13
3183,104.29318,30.78723,1000,91.37
3184,104.29318,30.850113,1000,87.81
3185,104.29318,30.886046,1000,87.64
3186,104.29318,30.904012,1000,88.49
3187,104.303587,30.365021,1000,88.22
3188,104.303587,30.472818,1000,90.86
3189,104.303587,30.553667,1000,90.24
3190,104.303587,30.5896,1000,90.27
3191,104.303587,30.679432,1000,93.97
3192,104.303587,30.715364,1000,88.32
3193,104.303587,30.733331,1000,86.79
3194,104.313996,30.365021,1000,87.6
3195,104.313996,30.39197,1000,85.91
3196,104.313996,30.472818,1000,91.24
3197,104.313996,30.508751,1000,91.66
3198,104.313996,30.625532,1000,93.02
3199,104.313996,30.724348,1000,87.67
3200,103.960123,30.508751,1000,85.57
3201,103.960123,30.517734,1000,85.84
3202,103.960123,30.580616,1000,84.2
3203,103.960123,30.598583,1000,84.12
3204,103.960123,30.679432,1000,83.28
3205,103.960123,30.742314,1000,87.4
3206,103.970531,30.382987,1000,83.23
3207,103.970531,30.463835,1000,84.01
3208,103.970531,30.526717,1000,85.66
3209,103.970531,30.805196,1000,93.31
3210,103.970531,30.81418,1000,94.15
3211,103.970531,30.877062,1000,96.58
3212,103.970531,30.921979,1000,89.85
3213,103.980939,30.39197,1000,83.29
3214,103.980939,30.409936,1000,83.68
3215,103.980939,30.499768,1000,83.55
3216,103.980939,30.544684,1000,85.61
3217,103.980939,30.921979,1000,89.9
3218,103.991346,30.39197,1000,83.02
3219,103.991346,30.41892,1000,83
3220,103.991346,30.634515,1000,83.43
3221,103.991346,30.751297,1000,88.14
3222,103.991346,30.805196,1000,93.97
3223,103.991346,30.877062,1000,96.09
3224,104.001755,30.374004,1000,82.49
3225,104.001755,30.661465,1000,83.47
3226,104.001755,30.715364,1000,84.96
3227,104.001755,30.751297,1000,88.14
3228,104.001755,30.76028,1000,89.28
3229,104.001755,30.769264,1000,90.93
3230,104.001755,30.78723,1000,93.42
3231,104.001755,30.930962,1000,88.74
3232,104.012162,30.347054,1000,83.6
3233,104.012162,30.365021,1000,82.95
3234,104.012162,30.409936,1000,83.02
3235,104.012162,30.526717,1000,83.69
3236,104.012162,30.616549,1000,83.04
3237,104.012162,30.724348,1000,85.41
3238,104.012162,30.733331,1000,86.12
3239,104.012162,30.742314,1000,86.92
3240,104.012162,30.751297,1000,87.95
3241,104.012162,30.78723,1000,92.97
3242,104.012162,30.886046,1000,95.58
3243,104.012162,30.912995,1000,91.48
3244,104.012162,30.939945,1000,88.7
3245,104.022571,30.356037,1000,83.95
3246,104.022571,30.39197,1000,83.01
3247,104.022571,30.463835,1000,80.39
3248,104.022571,30.472818,1000,80.16
3249,104.022571,30.535701,1000,82.92
3250,104.032979,30.338071,1000,84.92
3251,104.032979,30.374004,1000,83.15
3252,104.032979,30.580616,1000,83.03
3253,104.032979,30.643499,1000,83.51
3254,104.032979,30.904012,1000,92.94
3255,104.032979,30.939945,1000,89.89
3256,104.032979,30.957912,1000,90.38
3257,104.043387,30.463835,1000,80.23
3258,104.043387,30.56265,1000,83.51
3259,104.043387,30.796213,1000,91.94
3260,104.053796,30.365021,1000,84.5
3261,104.053796,30.553667,1000,83.11
3262,104.053796,30.652482,1000,83.32
3263,104.053796,30.670448,1000,83.36
3264,104.053796,30.859096,1000,97.1
3265,104.053796,30.886046,1000,96.05
3266,104.053796,30.912995,1000,93.46
3267,104.064203,30.463835,1000,81.71
3268,104.064203,30.499768,1000,80.14
3269,104.064203,30.598583,1000,83.53
3270,104.064203,30.679432,1000,83.43
3271,104.064203,30.724348,1000,86.23
3272,104.064203,30.796213,1000,91.36
3273,104.074612,30.409936,1000,85.7
3274,104.074612,30.517734,1000,80.43
3275,104.074612,30.535701,1000,81.35
3276,104.074612,30.634515,1000,81.99
3277,104.074612,30.643499,1000,82.24
3278,104.074612,30.715364,1000,85.93
3279,104.074612,30.832146,1000,96.28
3280,104.074612,30.841129,1000,96.95
3281,104.08502,30.356037,1000,87.69
3282,104.08502,30.445869,1000,85.55
3283,104.08502,30.472818,1000,82.74
3284,104.08502,30.490785,1000,81.56
3285,104.08502,30.652482,1000,81.45
3286,104.08502,30.715364,1000,86.44
3287,104.08502,30.733331,1000,87.46
3288,104.095428,30.41892,1000,87.93
3289,104.095428,30.553667,1000,83.54
3290,104.095428,30.56265,1000,84.44
3291,104.095428,30.625532,1000,82.01
3292,104.095428,30.679432,1000,82.86
3293,104.095428,30.930962,1000,95.17
3294,104.105836,30.445869,1000,87.96
3295,104.105836,30.661465,1000,79.93
3296,104.105836,30.742314,1000,88.13
3297,104.105836,30.778247,1000,90.2
3298,104.105836,30.841129,1000,96.85
3299,104.105836,30.886046,1000,97.94
3300,104.105836,30.912995,1000,96.76
3301,104.116244,30.374004,1000,89.6
3302,104.116244,30.607566,1000,82.95
3303,104.116244,30.625532,1000,81.94
3304,104.116244,30.652482,1000,79.47
3305,104.116244,30.679432,1000,82.88
3306,104.178692,30.607566,1000,85.45
3307,104.178692,30.634515,1000,84.44
3308,104.178692,30.688415,1000,87.08
3309,104.178692,30.805196,1000,89.21
3310,104.178692,30.832146,1000,90.9
3311,104.178692,30.850113,1000,94.44
3312,104.178692,30.930962,1000,95.36
3313,104.1891,30.445869,1000,90.78
3314,104.1891,30.463835,1000,89.51
3315,104.1891,30.598583,1000,85.96
3316,104.1891,30.679432,1000,86.68
3317,104.1891,30.724348,1000,90.18
3318,104.1891,30.742314,1000,91.23
3319,104.1891,30.805196,1000,88.6
3320,104.199508,30.427903,1000,91.01
3321,104.199508,30.463835,1000,89.42
3322,104.199508,30.526717,1000,82.56
3323,104.199508,30.553667,1000,82.79
3324,104.199508,30.5896,1000,85.78
3325,104.199508,30.616549,1000,86.09
3326,104.199508,30.904012,1000,94.8
3327,104.199508,30.912995,1000,95.4
3328,104.199508,30.930962,1000,95.03
3329,104.209916,30.365021,1000,94.69
3330,104.209916,30.374004,1000,94.06
3331,104.209916,30.41892,1000,91.09
3332,104.209916,30.733331,1000,90.39
3333,104.209916,30.912995,1000,94.82
3334,104.209916,30.921979,1000,94.82
3335,104.220324,30.445869,1000,89.67
3336,104.220324,30.472818,1000,88.73
3337,104.220324,30.481802,1000,88.04
3338,104.220324,30.81418,1000,87.44
3339,104.220324,30.921979,1000,93.81
3340,104.230731,30.356037,1000,94.01
3341,104.230731,30.427903,1000,89.33
3342,104.230731,30.670448,1000,89.65
3343,104.230731,30.715364,1000,87.56
3344,104.230731,30.859096,1000,88.73
3345,104.230731,30.868079,1000,89.44
3346,104.230731,30.886046,1000,90.08
3347,104.230731,30.948929,1000,93.09
3348,104.24114,30.39197,1000,90.45
3349,104.24114,30.400953,1000,89.77
3350,104.24114,30.526717,1000,84.89
3351,104.24114,30.733331,1000,87.69
3352,104.24114,30.76028,1000,89.3
3353,104.24114,30.886046,1000,88.86
3354,104.24114,30.904012,1000,90.23
3355,104.355629,30.356037,1000,87.26
3356,104.355629,30.454852,1000,91.15
3357,104.355629,30.697398,1000,92.2
3358,104.355629,30.724348,1000,89.94
3359,104.355629,30.904012,1000,92.2
3360,104.366037,30.356037,1000,87.22
3361,104.313996,30.796213,1000,92.67
3362,104.313996,30.805196,1000,93.24
3363,104.313996,30.850113,1000,89.11
3364,104.313996,30.868079,1000,88.08
3365,104.313996,30.948929,1000,89.97
3366,104.324403,30.347054,1000,88.12
3367,104.324403,30.41892,1000,86.43
3368,104.324403,30.436886,1000,88.4
3369,104.324403,30.832146,1000,92.1
3370,104.324403,30.868079,1000,89.03
3371,104.324403,30.921979,1000,90.39
3372,104.324403,30.957912,1000,90.33
3373,104.334812,30.481802,1000,92.14
3374,104.334812,30.715364,1000,90.06
3375,104.334812,30.877062,1000,90.36
3376,104.345221,30.347054,1000,87.35
3377,104.345221,30.409936,1000,86.47
3378,104.345221,30.472818,1000,92.21
3379,104.345221,30.76028,1000,89.46
3380,104.345221,30.921979,1000,91.47
3381,104.345221,30.948929,1000,91.08
3382,103.835227,30.41892,1000,86.62
3383,103.835227,30.580616,1000,95.46
3384,103.835227,30.625532,1000,95
3385,103.835227,30.939945,1000,96.02
3386,103.845634,30.409936,1000,85.42
3387,103.845634,30.436886,1000,88.72
3388,103.845634,30.544684,1000,92.68
3389,103.845634,30.5896,1000,94.99
3390,103.845634,30.679432,1000,88.57
3391,103.845634,30.688415,1000,88.16
3392,103.845634,30.742314,1000,89.69
3393,103.845634,30.796213,1000,93.43
3394,103.845634,30.823163,1000,96.32
3395,103.845634,30.841129,1000,97.2
3396,103.856043,30.436886,1000,88.75
3397,103.856043,30.490785,1000,93.64
3398,103.856043,30.5896,1000,94.06
3399,103.856043,30.832146,1000,96.44
3400,103.856043,30.859096,1000,97.31
3401,103.856043,30.877062,1000,97.36
3402,103.856043,30.895029,1000,97.27
3403,103.856043,30.930962,1000,96.13
3404,103.856043,30.948929,1000,94.97
3405,103.866451,30.41892,1000,86.28
3406,103.866451,30.580616,1000,91.25
3407,103.866451,30.841129,1000,96.18
3408,103.866451,30.850113,1000,96.61
3409,103.866451,30.912995,1000,96.57
3410,103.876859,30.347054,1000,83
3411,103.876859,30.356037,1000,83
3412,103.876859,30.39197,1000,84.07
3413,104.116244,30.895029,1000,97.7
3414,104.126652,30.481802,1000,86.54
3415,104.126652,30.56265,1000,85.12
3416,104.126652,30.877062,1000,97.52
3417,104.137059,30.374004,1000,92.75
3418,104.137059,30.535701,1000,84.34
3419,104.137059,30.598583,1000,84.63
3420,104.137059,30.688415,1000,86
3421,104.137059,30.751297,1000,88.47
3422,104.137059,30.841129,1000,96.09
3423,104.137059,30.877062,1000,97.21
3424,104.137059,30.904012,1000,96.42
3425,104.137059,30.921979,1000,96.06
3426,103.731147,30.445869,1000,88.82
3427,103.731147,30.472818,1000,90.36
3428,103.731147,30.5896,1000,93.05
3429,103.731147,30.652482,1000,94.44
3430,103.731147,30.688415,1000,97.28
3431,103.731147,30.733331,1000,95.79
3432,103.731147,30.742314,1000,94.99
3433,103.731147,30.78723,1000,95.37
3434,103.731147,30.912995,1000,96.82
3435,103.731147,30.921979,1000,96.37
3436,103.731147,30.957912,1000,95.64
3437,103.741555,30.39197,1000,83.05
3438,103.741555,30.400953,1000,84.68
3439,103.741555,30.409936,1000,86.37
3440,103.741555,30.463835,1000,90.03
3441,103.741555,30.526717,1000,95.49
3442,103.741555,30.688415,1000,97.01
3443,103.741555,30.724348,1000,96.16
3444,103.741555,30.778247,1000,94.12
3445,103.741555,30.939945,1000,95.86
3446,103.751962,30.347054,1000,75.05
3447,103.751962,30.39197,1000,82.82
3448,103.751962,30.670448,1000,95.55
3449,103.751962,30.742314,1000,93.5
3450,103.751962,30.81418,1000,97.04
3451,103.751962,30.868079,1000,99.01
3452,103.751962,30.886046,1000,98.65
3453,103.751962,30.948929,1000,95.73
3454,103.751962,30.957912,1000,95.62
3455,103.762371,30.382987,1000,79.63
